nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Joe Harris,0 days 00:28:13,5.0,10.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,6.0,7.0,3.0,1.0,1.0,0.0,4.0,12.0,4.0,False,False,joeharris,29.0
Kevin Durant,0 days 00:37:28,10.0,21.0,47.6,2.0,7.0,28.6,6.0,6.0,100.0,1.0,7.0,8.0,4.0,1.0,2.0,5.0,0.0,28.0,-1.0,False,False,kevindurant,50.0
DeAndre Jordan,0 days 00:18:18,2.0,2.0,100.0,0.0,0.0,0.0,4.0,6.0,66.7,2.0,3.0,5.0,1.0,0.0,1.0,2.0,2.0,8.0,-9.0,False,False,deandrejordan,21.0
Timothe Luwawu-Cabarrot,0 days 00:20:39,1.0,7.0,14.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,-7.0,False,False,timotheluwawucabarrot,2.0
Kyrie Irving,0 days 00:33:07,6.0,21.0,28.6,2.0,11.0,18.2,4.0,4.0,100.0,3.0,8.0,11.0,4.0,2.0,0.0,1.0,0.0,18.0,-3.0,False,False,kyrieirving,40.0
Jarrett Allen,0 days 00:22:03,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,5.0,-7.0,False,False,jarrettallen,12.0
Caris LeVert,0 days 00:26:33,4.0,10.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,8.0,-15.0,False,False,carislevert,13.0
Landry Shamet,0 days 00:16:47,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,-18.0,False,False,landryshamet,1.0
Taurean Prince,0 days 00:13:43,1.0,2.0,50.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,5.0,-10.0,False,False,taureanprince,11.0
Jeff Green,0 days 00:08:12,3.0,3.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,-6.0,False,False,jeffgreen,13.0
Reggie Perry,0 days 00:03:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,False,False,reggieperry,1.0
Rodions Kurucs,0 days 00:03:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,False,False,rodionskurucs,1.0
Bruce Brown,0 days 00:03:00,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,False,False,brucebrown,4.0
Chris Chiozza,0 days 00:03:00,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0,False,False,chrischiozza,3.0
Tyler Johnson,0 days 00:02:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,False,False,tylerjohnson,0.0
