nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
De'Andre Hunter,0 days 00:31:11,9.0,10.0,90.0,3.0,4.0,75.0,2.0,2.0,100.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,23.0,0.0,False,False,deandrehunter,44.0
John Collins,0 days 00:25:27,9.0,14.0,64.3,2.0,5.0,40.0,0.0,0.0,0.0,2.0,6.0,8.0,2.0,0.0,1.0,0.0,3.0,20.0,9.0,False,False,johncollins,40.0
Clint Capela,0 days 00:29:43,6.0,10.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,11.0,6.0,0.0,0.0,1.0,3.0,12.0,12.0,False,False,clintcapela,32.0
Cam Reddish,0 days 00:31:27,3.0,11.0,27.3,2.0,4.0,50.0,4.0,4.0,100.0,1.0,6.0,7.0,1.0,1.0,0.0,1.0,3.0,12.0,6.0,False,False,camreddish,23.0
Trae Young,0 days 00:32:27,7.0,21.0,33.3,3.0,8.0,37.5,4.0,4.0,100.0,2.0,3.0,5.0,7.0,1.0,1.0,3.0,2.0,21.0,11.0,False,False,traeyoung,37.0
Solomon Hill,0 days 00:23:41,2.0,9.0,22.2,2.0,7.0,28.6,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,6.0,20.0,False,False,solomonhill,15.0
Bogdan Bogdanovic,0 days 00:25:31,2.0,6.0,33.3,1.0,3.0,33.3,2.0,2.0,100.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,7.0,9.0,False,False,bogdanbogdanovic,11.0
Kevin Huerter,0 days 00:21:01,4.0,8.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,10.0,14.0,False,False,kevinhuerter,20.0
Bruno Fernando,0 days 00:02:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,False,False,brunofernando,1.0
Brandon Goodwin,0 days 00:15:33,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,False,False,brandongoodwin,11.0
Nathan Knight,0 days 00:00:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,nathanknight,0.0
Skylar Mays,0 days 00:00:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,skylarmays,0.0
Danilo Gallinari,,,,,,,,,,,,,,,,,,,,,True,True,danilogallinari,
