nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Bojan Bogdanovic,0 days 00:33:10,3.0,12.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,6.0,-13.0,False,False,bojanbogdanovic,8.0
Royce O'Neale,0 days 00:33:37,2.0,7.0,28.6,2.0,6.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,3.0,6.0,5.0,False,False,royceoneale,14.0
Rudy Gobert,0 days 00:24:28,5.0,10.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,2.0,7.0,9.0,1.0,1.0,1.0,0.0,4.0,12.0,0.0,False,False,rudygobert,28.0
Donovan Mitchell,0 days 00:35:10,6.0,14.0,42.9,3.0,10.0,30.0,0.0,1.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,5.0,1.0,15.0,-8.0,False,False,donovanmitchell,28.0
Mike Conley,0 days 00:33:39,11.0,20.0,55.0,7.0,14.0,50.0,4.0,4.0,100.0,1.0,1.0,2.0,7.0,1.0,0.0,2.0,0.0,33.0,24.0,False,False,mikeconley,61.0
Derrick Favors,0 days 00:23:32,6.0,12.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,4.0,7.0,11.0,2.0,0.0,1.0,1.0,4.0,14.0,6.0,False,False,derrickfavors,31.0
Joe Ingles,0 days 00:32:54,5.0,7.0,71.4,1.0,3.0,33.3,0.0,0.0,0.0,1.0,7.0,8.0,7.0,0.0,0.0,1.0,2.0,11.0,5.0,False,False,joeingles,31.0
Jordan Clarkson,0 days 00:21:00,3.0,7.0,42.9,2.0,5.0,40.0,1.0,1.0,100.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,9.0,5.0,False,False,jordanclarkson,20.0
Georges Niang,0 days 00:02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,False,False,georgesniang,1.0
Udoka Azubuike,,,,,,,,,,,,,,,,,,,,,True,False,udokaazubuike,
Shaquille Harrison,,,,,,,,,,,,,,,,,,,,,True,False,shaquilleharrison,
Elijah Hughes,,,,,,,,,,,,,,,,,,,,,True,False,elijahhughes,
Juwan Morgan,,,,,,,,,,,,,,,,,,,,,True,False,juwanmorgan,
Miye Oni,,,,,,,,,,,,,,,,,,,,,True,False,miyeoni,
