nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Jimmy Butler,0 days 00:26:49,0.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,-18.0,False,False,jimmybutler,3.0
Andre Iguodala,0 days 00:13:05,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,-7.0,False,False,andreiguodala,6.0
Bam Adebayo,0 days 00:36:29,8.0,12.0,66.7,0.0,0.0,0.0,3.0,4.0,75.0,2.0,9.0,11.0,2.0,4.0,0.0,3.0,3.0,19.0,-8.0,False,False,bamadebayo,41.0
Duncan Robinson,0 days 00:33:26,1.0,8.0,12.5,1.0,8.0,12.5,2.0,4.0,50.0,0.0,6.0,6.0,3.0,1.0,0.0,2.0,1.0,5.0,4.0,False,False,duncanrobinson,19.0
Tyler Herro,0 days 00:29:12,5.0,11.0,45.5,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,-16.0,False,False,tylerherro,19.0
Avery Bradley,0 days 00:17:38,5.0,8.0,62.5,2.0,4.0,50.0,3.0,4.0,75.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,15.0,1.0,False,False,averybradley,27.0
Goran Dragic,0 days 00:28:36,3.0,11.0,27.3,0.0,6.0,0.0,4.0,4.0,100.0,0.0,5.0,5.0,7.0,0.0,0.0,4.0,4.0,10.0,-1.0,False,False,gorandragic,23.0
Precious Achiuwa,0 days 00:12:00,3.0,4.0,75.0,0.0,0.0,0.0,4.0,6.0,66.7,2.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,10.0,-5.0,False,False,preciousachiuwa,24.0
Kelly Olynyk,0 days 00:28:41,3.0,10.0,30.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,8.0,9.0,False,False,kellyolynyk,20.0
Maurice Harkless,0 days 00:07:37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-5.0,False,False,mauriceharkless,1.0
Kendrick Nunn,0 days 00:06:27,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.0,False,False,kendricknunn,-3.0
Udonis Haslem,,,,,,,,,,,,,,,,,,,,,True,False,udonishaslem,
Meyers Leonard,,,,,,,,,,,,,,,,,,,,,True,False,meyersleonard,
KZ Okpala,,,,,,,,,,,,,,,,,,,,,True,False,kzokpala,
Chris Silva,,,,,,,,,,,,,,,,,,,,,True,False,chrissilva,
