nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Michael Porter Jr.,0 days 00:23:21,4.0,9.0,44.4,2.0,6.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,10.0,-14.0,False,False,michaelporterjr,22.0
Paul Millsap,0 days 00:21:52,3.0,5.0,60.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,-10.0,False,False,paulmillsap,14.0
Nikola Jokic,0 days 00:38:29,7.0,13.0,53.8,1.0,4.0,25.0,9.0,11.0,81.8,3.0,6.0,9.0,10.0,1.0,0.0,5.0,2.0,24.0,-20.0,False,False,nikolajokic,55.0
Gary Harris,0 days 00:22:25,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,-12.0,False,False,garyharris,3.0
Jamal Murray,0 days 00:37:16,9.0,20.0,45.0,4.0,11.0,36.4,1.0,2.0,50.0,2.0,3.0,5.0,3.0,1.0,0.0,3.0,4.0,23.0,-3.0,False,False,jamalmurray,40.0
Will Barton,0 days 00:28:33,4.0,10.0,40.0,1.0,4.0,25.0,6.0,9.0,66.7,1.0,4.0,5.0,3.0,1.0,0.0,1.0,3.0,15.0,0.0,False,False,willbarton,34.0
PJ Dozier,0 days 00:19:07,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,False,False,pjdozier,11.0
Monte Morris,0 days 00:30:21,3.0,7.0,42.9,1.0,3.0,33.3,6.0,7.0,85.7,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,13.0,-5.0,False,False,montemorris,28.0
Facundo Campazzo,0 days 00:03:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,False,False,facundocampazzo,-1.0
Bol Bol,0 days 00:05:28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,False,False,bolbol,0.0
Isaiah Hartenstein,0 days 00:09:31,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,7.0,False,False,isaiahhartenstein,14.0
Markus Howard,0 days 00:00:26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,markushoward,0.0
Vlatko Cancar,,,,,,,,,,,,,,,,,,,,,True,False,vlatkocancar,
R.J. Hampton,,,,,,,,,,,,,,,,,,,,,True,False,rjhampton,
Zeke Nnaji,,,,,,,,,,,,,,,,,,,,,True,False,zekennaji,
