nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Mikal Bridges,0 days 00:32:34,3.0,9.0,33.3,0.0,4.0,0.0,0.0,2.0,0.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,6.0,-23.0,False,False,mikalbridges,19.0
Jae Crowder,0 days 00:22:19,2.0,8.0,25.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,5.0,6.0,-9.0,False,False,jaecrowder,14.0
Deandre Ayton,0 days 00:36:49,7.0,9.0,77.8,0.0,0.0,0.0,0.0,3.0,0.0,4.0,9.0,13.0,2.0,1.0,2.0,5.0,5.0,14.0,-26.0,False,False,deandreayton,35.0
Devin Booker,0 days 00:37:55,8.0,18.0,44.4,5.0,12.0,41.7,2.0,4.0,50.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,3.0,23.0,-17.0,False,False,devinbooker,38.0
Chris Paul,0 days 00:37:51,5.0,11.0,45.5,1.0,4.0,25.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,0.0,2.0,5.0,11.0,-19.0,False,False,chrispaul,28.0
Dario Saric,0 days 00:28:19,4.0,12.0,33.3,2.0,6.0,33.3,2.0,2.0,100.0,1.0,5.0,6.0,0.0,2.0,0.0,4.0,3.0,12.0,7.0,False,False,dariosaric,20.0
Cameron Johnson,0 days 00:27:23,3.0,9.0,33.3,2.0,7.0,28.6,2.0,2.0,100.0,0.0,5.0,5.0,2.0,0.0,3.0,0.0,1.0,10.0,18.0,False,False,cameronjohnson,26.0
Cameron Payne,0 days 00:15:09,3.0,6.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,1.0,6.0,14.0,False,False,cameronpayne,13.0
Jevon Carter,0 days 00:14:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,18.0,False,False,jevoncarter,8.0
Langston Galloway,0 days 00:11:54,6.0,9.0,66.7,5.0,8.0,62.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,12.0,False,False,langstongalloway,30.0
Ty-Shon Alexander,,,,,,,,,,,,,,,,,,,,,True,False,tyshonalexander,
Damian Jones,,,,,,,,,,,,,,,,,,,,,True,False,damianjones,
Frank Kaminsky,,,,,,,,,,,,,,,,,,,,,True,False,frankkaminsky,
E'Twaun Moore,,,,,,,,,,,,,,,,,,,,,True,False,etwaunmoore,
Abdel Nader,,,,,,,,,,,,,,,,,,,,,True,False,abdelnader,
