nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Patrick Williams,0 days 00:34:15,3.0,10.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,4.0,0.0,2.0,5.0,6.0,0.0,False,False,patrickwilliams,14.0
Otto Porter Jr.,0 days 00:06:25,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,False,False,ottoporterjr,5.0
Wendell Carter Jr.,0 days 00:25:15,9.0,15.0,60.0,0.0,1.0,0.0,5.0,6.0,83.3,3.0,4.0,7.0,3.0,0.0,0.0,1.0,4.0,23.0,0.0,False,False,wendellcarterjr,42.0
Zach LaVine,0 days 00:38:22,14.0,22.0,63.6,4.0,7.0,57.1,6.0,6.0,100.0,0.0,5.0,5.0,6.0,2.0,0.0,0.0,1.0,38.0,8.0,False,False,zachlavine,70.0
Coby White,0 days 00:31:47,6.0,14.0,42.9,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,3.0,3.0,14.0,-18.0,False,False,cobywhite,22.0
Garrett Temple,0 days 00:27:09,3.0,5.0,60.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,-2.0,False,False,garretttemple,19.0
Thaddeus Young,0 days 00:29:52,7.0,12.0,58.3,0.0,1.0,0.0,1.0,1.0,100.0,3.0,4.0,7.0,5.0,1.0,0.0,2.0,4.0,15.0,-2.0,False,False,thaddeusyoung,30.0
Denzel Valentine,0 days 00:24:30,2.0,8.0,25.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,False,False,denzelvalentine,11.0
Daniel Gafford,0 days 00:15:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,False,False,danielgafford,6.0
Adam Mokoka,0 days 00:06:51,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,-3.0,False,False,adammokoka,5.0
Devon Dotson,,,,,,,,,,,,,,,,,,,,,True,False,devondotson,
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,True,False,cristianofelicio,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,True,False,lukekornet,
