nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Jerami Grant,0 days 00:41:11,12.0,22.0,54.5,2.0,5.0,40.0,6.0,7.0,85.7,1.0,5.0,6.0,5.0,0.0,0.0,1.0,5.0,32.0,-10.0,False,False,jeramigrant,56.0
Blake Griffin,0 days 00:39:05,5.0,10.0,50.0,2.0,4.0,50.0,5.0,5.0,100.0,0.0,7.0,7.0,4.0,1.0,0.0,1.0,3.0,17.0,-13.0,False,False,blakegriffin,37.0
Mason Plumlee,0 days 00:27:09,5.0,11.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,1.0,0.0,0.0,2.0,6.0,10.0,-16.0,False,False,masonplumlee,17.0
Wayne Ellington,0 days 00:33:26,5.0,11.0,45.5,4.0,9.0,44.4,2.0,3.0,66.7,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,16.0,-11.0,False,False,wayneellington,31.0
Delon Wright,0 days 00:25:29,3.0,7.0,42.9,0.0,2.0,0.0,1.0,1.0,100.0,0.0,5.0,5.0,4.0,3.0,1.0,1.0,6.0,7.0,6.0,False,False,delonwright,21.0
Derrick Rose,0 days 00:28:30,7.0,15.0,46.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,-14.0,False,False,derrickrose,17.0
Isaiah Stewart,0 days 00:15:56,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,10.0,False,False,isaiahstewart,10.0
Saddiq Bey,0 days 00:08:01,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,False,False,saddiqbey,2.0
Josh Jackson,0 days 00:19:49,2.0,7.0,28.6,0.0,3.0,0.0,3.0,3.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,False,False,joshjackson,10.0
Sekou Doumbouya,0 days 00:05:15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,False,False,sekoudoumbouya,5.0
Jahlil Okafor,0 days 00:09:12,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,False,False,jahlilokafor,1.0
Svi Mykhailiuk,0 days 00:11:57,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,False,False,svimykhailiuk,12.0
Frank Jackson,,,,,,,,,,,,,,,,,,,,,True,False,frankjackson,
Rodney McGruder,,,,,,,,,,,,,,,,,,,,,True,False,rodneymcgruder,
Deividas Sirvydis,,,,,,,,,,,,,,,,,,,,,True,False,deividassirvydis,
