nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
OG Anunoby,0 days 00:39:36,9.0,16.0,56.3,4.0,6.0,66.7,8.0,10.0,80.0,3.0,5.0,8.0,1.0,5.0,1.0,4.0,5.0,30.0,14.0,False,False,oganunoby,59.0
Stanley Johnson,0 days 00:31:17,1.0,6.0,16.7,0.0,2.0,0.0,1.0,2.0,50.0,0.0,6.0,6.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,False,False,stanleyjohnson,12.0
Aron Baynes,0 days 00:17:23,5.0,9.0,55.6,2.0,2.0,100.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,12.0,2.0,False,False,aronbaynes,24.0
Norman Powell,0 days 00:36:38,7.0,18.0,38.9,2.0,5.0,40.0,4.0,7.0,57.1,0.0,2.0,2.0,6.0,0.0,0.0,1.0,2.0,20.0,15.0,False,False,normanpowell,35.0
Fred VanVleet,0 days 00:40:43,6.0,15.0,40.0,4.0,9.0,44.4,5.0,5.0,100.0,0.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,21.0,12.0,False,False,fredvanvleet,42.0
Chris Boucher,0 days 00:21:24,5.0,12.0,41.7,2.0,5.0,40.0,0.0,0.0,0.0,4.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,12.0,-6.0,False,False,chrisboucher,25.0
Terence Davis,0 days 00:03:12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.0,False,False,terencedavis,-1.0
Yuta Watanabe,0 days 00:21:02,1.0,7.0,14.3,1.0,3.0,33.3,0.0,0.0,0.0,2.0,4.0,6.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,False,False,yutawatanabe,11.0
Malachi Flynn,0 days 00:07:17,1.0,3.0,33.3,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,-7.0,False,False,malachiflynn,8.0
DeAndre' Bembry,0 days 00:20:34,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,4.0,2.0,False,False,deandrebembry,10.0
Matt Thomas,0 days 00:00:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,False,False,mattthomas,0.0
Jalen Harris,,,,,,,,,,,,,,,,,,,,,True,False,jalenharris,
Paul Watson,,,,,,,,,,,,,,,,,,,,,True,False,paulwatson,
