nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
OG Anunoby,0 days 00:36:13,4.0,10.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,2.0,3.0,2.0,4.0,4.0,8.0,-14.0,False,False,oganunoby,22.0
Pascal Siakam,0 days 00:38:41,8.0,17.0,47.1,3.0,7.0,42.9,1.0,2.0,50.0,0.0,6.0,6.0,6.0,0.0,0.0,4.0,1.0,20.0,-15.0,False,False,pascalsiakam,36.0
Aron Baynes,0 days 00:28:06,5.0,9.0,55.6,1.0,4.0,25.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,1.0,2.0,11.0,-17.0,False,False,aronbaynes,24.0
Kyle Lowry,0 days 00:38:33,7.0,15.0,46.7,4.0,9.0,44.4,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,0.0,6.0,3.0,18.0,-1.0,False,False,kylelowry,32.0
Fred VanVleet,0 days 00:29:37,3.0,12.0,25.0,2.0,8.0,25.0,1.0,2.0,50.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,9.0,-18.0,False,False,fredvanvleet,21.0
Norman Powell,0 days 00:23:08,2.0,11.0,18.2,1.0,6.0,16.7,7.0,8.0,87.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,12.0,-13.0,False,False,normanpowell,22.0
Matt Thomas,0 days 00:20:17,3.0,6.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,9.0,-1.0,False,False,mattthomas,22.0
Chris Boucher,0 days 00:14:47,6.0,8.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,2.0,12.0,2.0,False,False,chrisboucher,22.0
DeAndre' Bembry,0 days 00:05:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,False,False,deandrebembry,0.0
Terence Davis,0 days 00:02:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,False,False,terencedavis,-1.0
Stanley Johnson,0 days 00:01:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,False,stanleyjohnson,0.0
Malachi Flynn,0 days 00:01:16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,False,malachiflynn,0.0
Alex Len,,,,,,,,,,,,,,,,,,,,,True,False,alexlen,
Yuta Watanabe,,,,,,,,,,,,,,,,,,,,,True,False,yutawatanabe,
Paul Watson,,,,,,,,,,,,,,,,,,,,,True,False,paulwatson,
