nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Danny Green,0 days 00:18:16,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,-27.0,False,False,dannygreen,5.0
Tobias Harris,0 days 00:31:08,3.0,13.0,23.1,0.0,4.0,0.0,4.0,4.0,100.0,4.0,4.0,8.0,0.0,0.0,1.0,2.0,4.0,10.0,-5.0,False,False,tobiasharris,18.0
Joel Embiid,0 days 00:34:50,10.0,17.0,58.8,1.0,1.0,100.0,8.0,9.0,88.9,2.0,12.0,14.0,2.0,0.0,1.0,3.0,3.0,29.0,-2.0,False,False,joelembiid,56.0
Seth Curry,0 days 00:32:16,4.0,8.0,50.0,1.0,5.0,20.0,4.0,4.0,100.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,4.0,13.0,-1.0,False,False,sethcurry,27.0
Ben Simmons,0 days 00:32:25,7.0,12.0,58.3,0.0,0.0,0.0,2.0,6.0,33.3,1.0,8.0,9.0,7.0,2.0,3.0,4.0,3.0,16.0,-2.0,False,False,bensimmons,41.0
Shake Milton,0 days 00:29:44,6.0,11.0,54.5,2.0,4.0,50.0,5.0,7.0,71.4,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,19.0,33.0,False,False,shakemilton,38.0
Dwight Howard,0 days 00:13:10,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,2.0,0.0,1.0,2.0,3.0,4.0,8.0,False,False,dwighthoward,17.0
Furkan Korkmaz,0 days 00:20:11,4.0,9.0,44.4,3.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,11.0,14.0,False,False,furkankorkmaz,18.0
Mike Scott,0 days 00:16:52,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,11.0,False,False,mikescott,8.0
Tyrese Maxey,0 days 00:10:51,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,3.0,False,False,tyresemaxey,10.0
Matisse Thybulle,0 days 00:00:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,False,False,matissethybulle,0.0
Tony Bradley,,,,,,,,,,,,,,,,,,,,,True,False,tonybradley,
Terrance Ferguson,,,,,,,,,,,,,,,,,,,,,True,False,terranceferguson,
Isaiah Joe,,,,,,,,,,,,,,,,,,,,,True,False,isaiahjoe,
Dakota Mathias,,,,,,,,,,,,,,,,,,,,,True,False,dakotamathias,
