nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Reggie Bullock,0 days 00:25:38,4.0,10.0,40.0,3.0,8.0,37.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,11.0,-16.0,False,False,reggiebullock,21.0
Julius Randle,0 days 00:35:28,7.0,15.0,46.7,0.0,2.0,0.0,3.0,4.0,75.0,1.0,8.0,9.0,9.0,0.0,0.0,5.0,5.0,17.0,-5.0,False,False,juliusrandle,35.0
Mitchell Robinson,0 days 00:21:10,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,4.0,6.0,0.0,0.0,3.0,0.0,3.0,3.0,-17.0,False,False,mitchellrobinson,14.0
RJ Barrett,0 days 00:34:22,11.0,15.0,73.3,3.0,3.0,100.0,1.0,2.0,50.0,0.0,8.0,8.0,5.0,0.0,0.0,1.0,3.0,26.0,-10.0,False,False,rjbarrett,50.0
Elfrid Payton,0 days 00:22:10,3.0,7.0,42.9,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,5.0,3.0,7.0,-15.0,False,False,elfridpayton,8.0
Nerlens Noel,0 days 00:09:22,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,False,False,nerlensnoel,6.0
Alec Burks,0 days 00:31:40,6.0,12.0,50.0,2.0,4.0,50.0,8.0,9.0,88.9,0.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,22.0,4.0,False,False,alecburks,43.0
Immanuel Quickley,0 days 00:12:26,1.0,3.0,33.3,0.0,1.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,False,False,immanuelquickley,11.0
Obi Toppin,0 days 00:23:33,3.0,12.0,25.0,3.0,7.0,42.9,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,9.0,-4.0,False,False,obitoppin,16.0
Kevin Knox II,0 days 00:18:29,2.0,5.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,4.0,-6.0,False,False,kevinknoxii,9.0
Frank Ntilikina,0 days 00:04:47,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-5.0,False,False,frankntilikina,3.0
Theo Pinson,0 days 00:00:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,False,False,theopinson,0.0
Ignas Brazdeikis,,,,,,,,,,,,,,,,,,,,,True,False,ignasbrazdeikis,
Jared Harper,,,,,,,,,,,,,,,,,,,,,True,False,jaredharper,
Dennis Smith Jr.,,,,,,,,,,,,,,,,,,,,,True,False,dennissmithjr,
