nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Joe Harris,0 days 00:20:46,4.0,8.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,0.0,1.0,2.0,2.0,10.0,21.0,False,False,joeharris,23.0
Kevin Durant,0 days 00:24:56,7.0,16.0,43.8,1.0,2.0,50.0,7.0,7.0,100.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,22.0,26.0,False,False,kevindurant,40.0
DeAndre Jordan,0 days 00:17:03,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,11.0,1.0,1.0,1.0,3.0,2.0,4.0,21.0,False,False,deandrejordan,18.0
Spencer Dinwiddie,0 days 00:19:57,2.0,6.0,33.3,1.0,3.0,33.3,4.0,4.0,100.0,0.0,5.0,5.0,4.0,0.0,0.0,3.0,1.0,9.0,24.0,False,False,spencerdinwiddie,20.0
Kyrie Irving,0 days 00:25:18,10.0,16.0,62.5,4.0,7.0,57.1,2.0,2.0,100.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,3.0,26.0,32.0,False,False,kyrieirving,46.0
Jarrett Allen,0 days 00:19:37,2.0,3.0,66.7,0.0,0.0,0.0,4.0,5.0,80.0,3.0,4.0,7.0,2.0,1.0,2.0,2.0,0.0,8.0,12.0,False,False,jarrettallen,24.0
Landry Shamet,0 days 00:19:43,1.0,4.0,25.0,1.0,4.0,25.0,3.0,4.0,75.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,12.0,False,False,landryshamet,12.0
Caris LeVert,0 days 00:24:49,6.0,17.0,35.3,3.0,5.0,60.0,5.0,6.0,83.3,1.0,8.0,9.0,5.0,2.0,1.0,2.0,1.0,20.0,18.0,False,False,carislevert,41.0
Jeff Green,0 days 00:17:17,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,7.0,6.0,False,False,jeffgreen,12.0
Taurean Prince,0 days 00:16:06,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,False,False,taureanprince,6.0
Reggie Perry,0 days 00:07:46,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,-8.0,False,False,reggieperry,5.0
Bruce Brown,0 days 00:07:31,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,-7.0,False,False,brucebrown,2.0
Timothe Luwawu-Cabarrot,0 days 00:06:36,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,-9.0,False,False,timotheluwawucabarrot,7.0
Rodions Kurucs,0 days 00:06:36,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-9.0,False,False,rodionskurucs,6.0
Tyler Johnson,0 days 00:05:59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-12.0,False,False,tylerjohnson,1.0
