nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
James Ennis III,0 days 00:13:54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,14.0,False,False,jamesennisiii,8.0
Aaron Gordon,0 days 00:33:33,3.0,9.0,33.3,2.0,4.0,50.0,4.0,10.0,40.0,1.0,10.0,11.0,7.0,0.0,1.0,3.0,2.0,12.0,14.0,False,False,aarongordon,39.0
Nikola Vucevic,0 days 00:36:17,11.0,23.0,47.8,4.0,7.0,57.1,2.0,2.0,100.0,2.0,10.0,12.0,7.0,1.0,0.0,3.0,3.0,28.0,-1.0,False,False,nikolavucevic,53.0
Evan Fournier,0 days 00:31:56,7.0,14.0,50.0,5.0,8.0,62.5,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,2.0,3.0,19.0,11.0,False,False,evanfournier,35.0
Cole Anthony,0 days 00:30:53,8.0,12.0,66.7,4.0,5.0,80.0,1.0,3.0,33.3,1.0,4.0,5.0,3.0,0.0,0.0,3.0,5.0,21.0,2.0,False,False,coleanthony,38.0
Khem Birch,0 days 00:25:48,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,5.0,3.0,8.0,3.0,1.0,0.0,1.0,1.0,8.0,4.0,False,False,khembirch,23.0
Terrence Ross,0 days 00:32:29,1.0,8.0,12.5,1.0,5.0,20.0,3.0,3.0,100.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,6.0,-4.0,False,False,terrenceross,14.0
Dwayne Bacon,0 days 00:18:01,6.0,11.0,54.5,1.0,2.0,50.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,15.0,-3.0,False,False,dwaynebacon,24.0
Gary Clark,0 days 00:17:09,3.0,6.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,8.0,False,False,garyclark,16.0
Mo Bamba,,,,,,,,,,,,,,,,,,,,,True,False,mobamba,
Jordan Bone,,,,,,,,,,,,,,,,,,,,,True,False,jordanbone,
Karim Mane,,,,,,,,,,,,,,,,,,,,,True,False,karimmane,
