nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Andrew Wiggins,0 days 00:29:40,10.0,19.0,52.6,2.0,5.0,40.0,1.0,2.0,50.0,6.0,0.0,6.0,0.0,3.0,3.0,1.0,3.0,23.0,22.0,False,False,andrewwiggins,42.0
Draymond Green,0 days 00:30:23,4.0,8.0,50.0,1.0,4.0,25.0,1.0,1.0,100.0,0.0,6.0,6.0,4.0,1.0,0.0,4.0,4.0,10.0,19.0,False,False,draymondgreen,22.0
Kevon Looney,0 days 00:18:54,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,1.0,2.0,2.0,21.0,False,False,kevonlooney,9.0
Kelly Oubre Jr.,0 days 00:27:33,4.0,9.0,44.4,2.0,3.0,66.7,4.0,5.0,80.0,2.0,4.0,6.0,4.0,3.0,1.0,1.0,0.0,14.0,13.0,False,False,kellyoubrejr,34.0
Stephen Curry,0 days 00:33:52,11.0,21.0,52.4,7.0,12.0,58.3,7.0,8.0,87.5,1.0,3.0,4.0,3.0,3.0,0.0,3.0,2.0,36.0,19.0,False,False,stephencurry,64.0
Mychal Mulder,0 days 00:14:49,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,-3.0,False,False,mychalmulder,7.0
James Wiseman,0 days 00:15:47,4.0,5.0,80.0,0.0,0.0,0.0,5.0,8.0,62.5,1.0,3.0,4.0,0.0,0.0,2.0,2.0,4.0,13.0,-2.0,False,False,jameswiseman,28.0
Damion Lee,0 days 00:17:32,2.0,3.0,66.7,1.0,2.0,50.0,4.0,4.0,100.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,False,False,damionlee,23.0
Kent Bazemore,0 days 00:14:07,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,-3.0,False,False,kentbazemore,12.0
Eric Paschall,0 days 00:13:19,2.0,10.0,20.0,1.0,1.0,100.0,0.0,2.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,False,False,ericpaschall,8.0
Brad Wanamaker,0 days 00:19:10,3.0,5.0,60.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,9.0,12.0,False,False,bradwanamaker,17.0
Jordan Poole,0 days 00:02:27,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,False,False,jordanpoole,5.0
Nico Mannion,0 days 00:02:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,False,False,nicomannion,0.0
