nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Luguentz Dort,0 days 00:30:01,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,2.0,4.0,7.0,5.0,False,False,luguentzdort,15.0
Darius Bazley,0 days 00:28:47,6.0,11.0,54.5,3.0,6.0,50.0,4.0,6.0,66.7,1.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,19.0,-1.0,False,False,dariusbazley,40.0
Isaiah Roby,0 days 00:27:23,4.0,11.0,36.4,1.0,2.0,50.0,7.0,7.0,100.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,4.0,16.0,-4.0,False,False,isaiahroby,28.0
Theo Maledon,0 days 00:21:44,2.0,7.0,28.6,2.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,3.0,6.0,1.0,False,False,theomaledon,15.0
Shai Gilgeous-Alexander,0 days 00:32:24,8.0,12.0,66.7,3.0,4.0,75.0,5.0,10.0,50.0,0.0,9.0,9.0,6.0,1.0,2.0,3.0,0.0,24.0,1.0,False,False,shaigilgeousalexander,57.0
Mike Muscala,0 days 00:20:33,8.0,12.0,66.7,6.0,10.0,60.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,23.0,10.0,False,False,mikemuscala,42.0
Justin Jackson,0 days 00:16:03,2.0,5.0,40.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,6.0,1.0,False,False,justinjackson,14.0
Aleksej Pokusevski,0 days 00:20:15,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,6.0,1.0,False,False,aleksejpokusevski,15.0
Hamidou Diallo,0 days 00:21:17,5.0,8.0,62.5,0.0,0.0,0.0,1.0,6.0,16.7,0.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,11.0,8.0,False,False,hamidoudiallo,26.0
Kenrich Williams,0 days 00:21:34,3.0,7.0,42.9,0.0,3.0,0.0,1.0,2.0,50.0,4.0,3.0,7.0,2.0,1.0,0.0,0.0,2.0,7.0,-7.0,False,False,kenrichwilliams,21.0
Moses Brown,,,,,,,,,,,,,,,,,,,,,True,False,mosesbrown,
Darius Miller,,,,,,,,,,,,,,,,,,,,,True,False,dariusmiller,
