nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Gordon Hayward,0 days 00:38:13,9.0,16.0,56.3,3.0,5.0,60.0,3.0,4.0,75.0,2.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,24.0,0.0,False,False,gordonhayward,43.0
P.J. Washington,0 days 00:23:07,1.0,6.0,16.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,2.0,3.0,2.0,-21.0,False,False,pjwashington,8.0
Bismack Biyombo,0 days 00:26:52,3.0,7.0,42.9,0.0,0.0,0.0,1.0,2.0,50.0,4.0,3.0,7.0,1.0,0.0,1.0,1.0,3.0,7.0,-15.0,False,False,bismackbiyombo,16.0
Devonte' Graham,0 days 00:36:12,6.0,15.0,40.0,4.0,12.0,33.3,5.0,6.0,83.3,1.0,4.0,5.0,3.0,0.0,0.0,2.0,0.0,21.0,-9.0,False,False,devontegraham,42.0
Terry Rozier,0 days 00:34:57,10.0,18.0,55.6,4.0,6.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,24.0,-6.0,False,False,terryrozier,37.0
Cody Zeller,0 days 00:18:03,2.0,3.0,66.7,0.0,1.0,0.0,7.0,8.0,87.5,2.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,11.0,15.0,False,False,codyzeller,29.0
Miles Bridges,0 days 00:27:30,4.0,11.0,36.4,0.0,4.0,0.0,2.0,2.0,100.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,2.0,10.0,3.0,False,False,milesbridges,20.0
LaMelo Ball,0 days 00:21:06,4.0,10.0,40.0,0.0,5.0,0.0,1.0,3.0,33.3,0.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0,9.0,-7.0,False,False,lameloball,20.0
Caleb Martin,0 days 00:14:01,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,-5.0,False,False,calebmartin,7.0
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,True,False,vernoncareyjr,
Cody Martin,,,,,,,,,,,,,,,,,,,,,True,False,codymartin,
Jalen McDaniels,,,,,,,,,,,,,,,,,,,,,True,False,jalenmcdaniels,
Malik Monk,,,,,,,,,,,,,,,,,,,,,True,False,malikmonk,
