nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Michael Porter Jr.,0 days 00:23:38,5.0,11.0,45.5,2.0,6.0,33.3,2.0,3.0,66.7,0.0,9.0,9.0,2.0,0.0,1.0,0.0,2.0,14.0,2.0,False,False,michaelporterjr,34.0
Paul Millsap,0 days 00:24:44,7.0,8.0,87.5,3.0,4.0,75.0,2.0,3.0,66.7,0.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,19.0,1.0,False,False,paulmillsap,33.0
Nikola Jokic,0 days 00:34:07,8.0,11.0,72.7,1.0,1.0,100.0,2.0,3.0,66.7,4.0,8.0,12.0,18.0,3.0,1.0,3.0,2.0,19.0,20.0,False,False,nikolajokic,59.0
Gary Harris,0 days 00:28:57,6.0,10.0,60.0,2.0,6.0,33.3,0.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,14.0,13.0,False,False,garyharris,30.0
Jamal Murray,0 days 00:31:04,7.0,14.0,50.0,4.0,6.0,66.7,3.0,7.0,42.9,2.0,3.0,5.0,2.0,0.0,1.0,2.0,0.0,21.0,15.0,False,False,jamalmurray,40.0
Monte Morris,0 days 00:23:30,5.0,7.0,71.4,1.0,3.0,33.3,1.0,3.0,33.3,0.0,4.0,4.0,5.0,0.0,1.0,0.0,2.0,12.0,14.0,False,False,montemorris,31.0
Will Barton,0 days 00:22:44,5.0,12.0,41.7,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,11.0,25.0,False,False,willbarton,17.0
PJ Dozier,0 days 00:19:39,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,24.0,False,False,pjdozier,9.0
Isaiah Hartenstein,0 days 00:09:40,1.0,3.0,33.3,0.0,0.0,0.0,3.0,6.0,50.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,5.0,5.0,False,False,isaiahhartenstein,14.0
Facundo Campazzo,0 days 00:05:27,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,-10.0,False,False,facundocampazzo,7.0
Bol Bol,0 days 00:05:09,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-10.0,False,False,bolbol,0.0
R.J. Hampton,0 days 00:04:07,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-10.0,False,False,rjhampton,4.0
Zeke Nnaji,0 days 00:03:37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,False,False,zekennaji,0.0
Vlatko Cancar,0 days 00:03:37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-12.0,False,False,vlatkocancar,-2.0
Markus Howard,,,,,,,,,,,,,,,,,,,,,True,False,markushoward,
