nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Patrick Williams,0 days 00:30:50,5.0,12.0,41.7,2.0,4.0,50.0,1.0,2.0,50.0,4.0,4.0,8.0,1.0,0.0,1.0,1.0,2.0,13.0,-3.0,False,False,patrickwilliams,26.0
Lauri Markkanen,0 days 00:35:55,5.0,14.0,35.7,0.0,5.0,0.0,2.0,2.0,100.0,0.0,7.0,7.0,1.0,1.0,0.0,2.0,3.0,12.0,-14.0,False,False,laurimarkkanen,22.0
Daniel Gafford,0 days 00:18:00,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,-5.0,False,False,danielgafford,6.0
Zach LaVine,0 days 00:36:14,9.0,23.0,39.1,1.0,6.0,16.7,2.0,2.0,100.0,3.0,7.0,10.0,4.0,1.0,0.0,7.0,5.0,21.0,-14.0,False,False,zachlavine,32.0
Coby White,0 days 00:32:06,5.0,13.0,38.5,2.0,4.0,50.0,2.0,2.0,100.0,0.0,7.0,7.0,4.0,0.0,0.0,2.0,4.0,14.0,-9.0,False,False,cobywhite,26.0
Thaddeus Young,0 days 00:22:39,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,2.0,3.0,0.0,2.0,4.0,6.0,-17.0,False,False,thaddeusyoung,16.0
Garrett Temple,0 days 00:21:54,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,-20.0,False,False,garretttemple,5.0
Denzel Valentine,0 days 00:13:26,1.0,6.0,16.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,False,False,denzelvalentine,4.0
Cristiano Felicio,0 days 00:07:03,2.0,2.0,100.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,7.0,6.0,False,False,cristianofelicio,16.0
Chandler Hutchison,0 days 00:07:26,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,False,False,chandlerhutchison,-1.0
Tomas Satoransky,0 days 00:11:33,1.0,1.0,100.0,1.0,1.0,100.0,2.0,4.0,50.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,8.0,False,False,tomassatoransky,15.0
Ryan Arcidiacono,0 days 00:02:54,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,False,False,ryanarcidiacono,6.0
Devon Dotson,,,,,,,,,,,,,,,,,,,,,True,False,devondotson,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,True,False,lukekornet,
