nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Tim Hardaway Jr.,0 days 00:26:41,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,-12.0,False,False,timhardawayjr,-2.0
Kristaps Porzingis,0 days 00:31:53,8.0,14.0,57.1,2.0,5.0,40.0,5.0,7.0,71.4,4.0,5.0,9.0,1.0,0.0,2.0,1.0,2.0,23.0,-9.0,False,False,kristapsporzingis,48.0
Willie Cauley-Stein,0 days 00:19:23,2.0,5.0,40.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,4.0,6.0,-3.0,False,False,williecauleystein,10.0
Jalen Brunson,0 days 00:27:24,4.0,10.0,40.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,13.0,-3.0,False,False,jalenbrunson,19.0
Luka Doncic,0 days 00:34:34,4.0,11.0,36.4,0.0,3.0,0.0,7.0,8.0,87.5,2.0,5.0,7.0,9.0,0.0,0.0,3.0,0.0,15.0,-10.0,False,False,lukadoncic,36.0
James Johnson,0 days 00:27:20,6.0,11.0,54.5,2.0,6.0,33.3,1.0,1.0,100.0,0.0,6.0,6.0,2.0,0.0,1.0,2.0,3.0,15.0,-20.0,False,False,jamesjohnson,30.0
Trey Burke,0 days 00:26:06,5.0,11.0,45.5,2.0,6.0,33.3,5.0,5.0,100.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,17.0,-16.0,False,False,treyburke,32.0
Wes Iwundu,0 days 00:16:48,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,-8.0,False,False,wesiwundu,4.0
Josh Green,0 days 00:19:03,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,-16.0,False,False,joshgreen,11.0
Boban Marjanovic,0 days 00:03:20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,False,False,bobanmarjanovic,-1.0
Tyrell Terry,0 days 00:03:20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,False,False,tyrellterry,1.0
Nate Hinton,0 days 00:02:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-5.0,False,False,natehinton,1.0
Tyler Bey,0 days 00:02:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,False,False,tylerbey,0.0
