nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Luguentz Dort,F,0 days 00:16:51,8.0,3.0,1.0,1.0,0.0,3.0,8.0,37.5,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,-1.0,False,False,13.0
Darius Bazley,F,0 days 00:26:43,7.0,4.0,2.0,0.0,1.0,2.0,6.0,33.3,0.0,3.0,0.0,3.0,3.0,100.0,1.0,3.0,4.0,2.0,-11.0,False,False,14.0
Al Horford,C,0 days 00:24:13,17.0,6.0,3.0,0.0,0.0,7.0,9.0,77.8,3.0,5.0,60.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,-7.0,False,False,36.0
Shai Gilgeous-Alexander,G,0 days 00:28:29,8.0,4.0,4.0,2.0,0.0,3.0,10.0,30.0,2.0,6.0,33.3,0.0,2.0,0.0,1.0,3.0,2.0,2.0,-14.0,False,False,20.0
George Hill,G,0 days 00:24:13,8.0,0.0,4.0,0.0,0.0,3.0,7.0,42.9,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-7.0,False,False,14.0
Hamidou Diallo,,0 days 00:17:47,3.0,1.0,3.0,1.0,0.0,1.0,6.0,16.7,0.0,2.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,-15.0,False,False,8.0
Theo Maledon,,0 days 00:26:20,6.0,5.0,2.0,0.0,0.0,2.0,9.0,22.2,2.0,7.0,28.6,0.0,0.0,0.0,0.0,5.0,1.0,3.0,-20.0,False,False,14.0
Mike Muscala,,0 days 00:15:37,10.0,2.0,1.0,0.0,0.0,4.0,7.0,57.1,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-10.0,False,False,19.0
Moses Brown,,0 days 00:03:08,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,-6.0,False,False,4.0
Aleksej Pokusevski,,0 days 00:20:42,3.0,5.0,4.0,2.0,1.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,-22.0,False,False,11.0
Isaiah Roby,,0 days 00:18:17,7.0,6.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,2.0,0.0,1.0,4.0,25.0,2.0,4.0,2.0,3.0,-18.0,False,False,18.0
Kenrich Williams,,0 days 00:07:18,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-14.0,False,False,-1.0
Josh Hall,,0 days 00:10:19,3.0,1.0,0.0,0.0,0.0,1.0,5.0,20.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,-20.0,False,False,7.0
Justin Jackson,,,,,,,,,,,,,,,,,,,,,,True,False,
Darius Miller,,,,,,,,,,,,,,,,,,,,,,True,False,
