nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Aaron Holiday,F,0 days 00:22:28,12.0,1.0,2.0,1.0,0.0,4.0,6.0,66.7,3.0,4.0,75.0,1.0,2.0,50.0,1.0,0.0,1.0,4.0,11.0,False,False,23.0
Domantas Sabonis,F,0 days 00:36:59,25.0,11.0,7.0,0.0,0.0,10.0,14.0,71.4,2.0,2.0,100.0,3.0,3.0,100.0,2.0,9.0,1.0,2.0,25.0,False,False,53.0
Myles Turner,C,0 days 00:33:22,14.0,7.0,2.0,4.0,1.0,5.0,9.0,55.6,0.0,4.0,0.0,4.0,4.0,100.0,2.0,5.0,0.0,6.0,8.0,False,False,37.0
Victor Oladipo,G,0 days 00:34:12,16.0,4.0,8.0,2.0,0.0,5.0,14.0,35.7,4.0,8.0,50.0,2.0,2.0,100.0,0.0,4.0,3.0,1.0,21.0,False,False,33.0
Malcolm Brogdon,G,0 days 00:36:56,17.0,3.0,5.0,3.0,0.0,5.0,13.0,38.5,2.0,4.0,50.0,5.0,6.0,83.3,0.0,3.0,2.0,2.0,29.0,False,False,33.0
Justin Holiday,,0 days 00:23:04,7.0,4.0,1.0,1.0,0.0,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,8.0,False,False,15.0
Doug McDermott,,0 days 00:25:19,18.0,9.0,0.0,0.0,0.0,6.0,13.0,46.2,3.0,6.0,50.0,3.0,6.0,50.0,3.0,6.0,2.0,3.0,-1.0,False,False,36.0
Kelan Martin,,0 days 00:11:01,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,False,False,-4.0
T.J. McConnell,,0 days 00:09:28,4.0,1.0,2.0,1.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-10.0,False,False,7.0
Edmond Sumner,,0 days 00:02:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
Jalen Lecque,,0 days 00:01:36,3.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,1.0,False,False,7.0
Cassius Stanley,,0 days 00:01:36,3.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,5.0
JaKarr Sampson,,0 days 00:01:36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,1.0
