nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Tim Hardaway Jr.,0 days 00:22:59,7.0,14.0,50.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,2.0,18.0,27.0,False,False,timhardawayjr,35.0
Dorian Finney-Smith,0 days 00:18:02,2.0,4.0,50.0,2.0,4.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,25.0,False,False,dorianfinneysmith,16.0
Dwight Powell,0 days 00:17:54,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,4.0,12.0,False,False,dwightpowell,11.0
Josh Richardson,0 days 00:26:42,8.0,13.0,61.5,4.0,8.0,50.0,1.0,1.0,100.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,21.0,22.0,False,False,joshrichardson,39.0
Luka Doncic,0 days 00:25:55,8.0,18.0,44.4,0.0,5.0,0.0,8.0,9.0,88.9,0.0,9.0,9.0,8.0,1.0,0.0,2.0,0.0,24.0,29.0,False,False,lukadoncic,52.0
Trey Burke,0 days 00:17:30,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,28.0,False,False,treyburke,11.0
Maxi Kleber,0 days 00:17:04,1.0,2.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,2.0,5.0,26.0,False,False,maxikleber,16.0
Willie Cauley-Stein,0 days 00:18:01,3.0,5.0,60.0,0.0,1.0,0.0,3.0,3.0,100.0,4.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,9.0,31.0,False,False,williecauleystein,23.0
Jalen Brunson,0 days 00:13:19,4.0,6.0,66.7,1.0,3.0,33.3,2.0,2.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,20.0,False,False,jalenbrunson,23.0
James Johnson,0 days 00:20:24,1.0,6.0,16.7,1.0,3.0,33.3,2.0,2.0,100.0,2.0,6.0,8.0,3.0,2.0,0.0,0.0,2.0,5.0,25.0,False,False,jamesjohnson,19.0
Wes Iwundu,0 days 00:11:34,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,False,False,wesiwundu,10.0
Josh Green,0 days 00:11:34,1.0,3.0,33.3,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,False,False,joshgreen,8.0
Boban Marjanovic,0 days 00:10:16,2.0,4.0,50.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,False,False,bobanmarjanovic,12.0
Tyrell Terry,0 days 00:08:46,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,False,False,tyrellterry,1.0
