nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Giannis Antetokounmpo,0 days 00:31:59,9.0,15.0,60.0,1.0,5.0,20.0,8.0,13.0,61.5,2.0,11.0,13.0,5.0,3.0,0.0,3.0,3.0,27.0,-13.0,False,False,giannisantetokounmpo,66.0
Khris Middleton,0 days 00:32:46,8.0,18.0,44.4,1.0,6.0,16.7,5.0,5.0,100.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,22.0,-23.0,False,False,khrismiddleton,40.0
Brook Lopez,0 days 00:20:50,2.0,7.0,28.6,0.0,4.0,0.0,2.0,2.0,100.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,6.0,-25.0,False,False,brooklopez,14.0
Donte DiVincenzo,0 days 00:23:30,4.0,7.0,57.1,2.0,4.0,50.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,-11.0,False,False,dontedivincenzo,18.0
Jrue Holiday,0 days 00:27:55,4.0,10.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,2.0,0.0,3.0,0.0,8.0,-9.0,False,False,jrueholiday,18.0
Bobby Portis,0 days 00:26:07,7.0,12.0,58.3,1.0,2.0,50.0,2.0,2.0,100.0,5.0,2.0,7.0,2.0,1.0,1.0,1.0,5.0,17.0,6.0,False,False,bobbyportis,33.0
Pat Connaughton,0 days 00:15:57,2.0,8.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,-6.0,False,False,patconnaughton,10.0
D.J. Wilson,0 days 00:06:55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-6.0,False,False,djwilson,4.0
D.J. Augustin,0 days 00:13:45,0.0,6.0,0.0,0.0,4.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,-19.0,False,False,djaugustin,3.0
Bryn Forbes,0 days 00:17:38,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-9.0,False,False,brynforbes,0.0
Torrey Craig,0 days 00:02:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,False,False,torreycraig,3.0
Jordan Nwora,0 days 00:07:27,4.0,6.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,6.0,False,False,jordannwora,13.0
Sam Merrill,0 days 00:07:27,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,False,False,sammerrill,9.0
Thanasis Antetokounmpo,0 days 00:04:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,thanasisantetokounmpo,2.0
