nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Keldon Johnson,0 days 00:24:21,3.0,9.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,7.0,-4.0,False,False,keldonjohnson,10.0
DeMar DeRozan,0 days 00:36:01,7.0,12.0,58.3,1.0,1.0,100.0,8.0,10.0,80.0,0.0,5.0,5.0,6.0,1.0,1.0,2.0,2.0,23.0,-12.0,False,False,demarderozan,47.0
Jakob Poeltl,0 days 00:24:01,4.0,5.0,80.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,1.0,1.0,0.0,0.0,3.0,8.0,-1.0,False,False,jakobpoeltl,22.0
Lonnie Walker IV,0 days 00:32:48,4.0,12.0,33.3,1.0,4.0,25.0,2.0,4.0,50.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,11.0,-3.0,False,False,lonniewalkeriv,21.0
Dejounte Murray,0 days 00:34:59,12.0,19.0,63.2,2.0,3.0,66.7,3.0,3.0,100.0,0.0,7.0,7.0,7.0,1.0,0.0,4.0,3.0,29.0,-3.0,False,False,dejountemurray,51.0
Drew Eubanks,0 days 00:23:59,2.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,2.0,0.0,5.0,4.0,-13.0,False,False,dreweubanks,7.0
Patty Mills,0 days 00:22:15,3.0,7.0,42.9,2.0,5.0,40.0,4.0,4.0,100.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,12.0,-9.0,False,False,pattymills,29.0
Rudy Gay,0 days 00:25:26,3.0,10.0,30.0,2.0,7.0,28.6,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,-6.0,False,False,rudygay,17.0
Devin Vassell,0 days 00:13:04,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,-10.0,False,False,devinvassell,7.0
Tre Jones,0 days 00:01:02,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,False,False,trejones,2.0
Luka Samanic,0 days 00:01:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,False,False,lukasamanic,0.0
Keita Bates-Diop,0 days 00:01:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,False,False,keitabatesdiop,0.0
Trey Lyles,,,,,,,,,,,,,,,,,,,,,True,False,treylyles,
