nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Khris Middleton,0 days 00:37:00,3.0,15.0,20.0,0.0,4.0,0.0,2.0,2.0,100.0,0.0,7.0,7.0,9.0,1.0,0.0,2.0,5.0,8.0,-9.0,False,False,khrismiddleton,20.0
Giannis Antetokounmpo,0 days 00:38:01,10.0,18.0,55.6,2.0,6.0,33.3,4.0,4.0,100.0,2.0,11.0,13.0,10.0,3.0,1.0,4.0,3.0,26.0,-5.0,False,False,giannisantetokounmpo,61.0
Brook Lopez,0 days 00:25:44,3.0,11.0,27.3,1.0,3.0,33.3,0.0,0.0,0.0,6.0,2.0,8.0,0.0,2.0,1.0,0.0,3.0,7.0,-5.0,False,False,brooklopez,16.0
Donte DiVincenzo,0 days 00:30:07,5.0,14.0,35.7,3.0,7.0,42.9,2.0,2.0,100.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,15.0,-4.0,False,False,dontedivincenzo,27.0
Jrue Holiday,0 days 00:33:57,4.0,15.0,26.7,3.0,7.0,42.9,2.0,2.0,100.0,1.0,3.0,4.0,5.0,2.0,1.0,0.0,5.0,13.0,-1.0,False,False,jrueholiday,27.0
D.J. Augustin,0 days 00:12:43,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,-12.0,False,False,djaugustin,4.0
Bobby Portis,0 days 00:17:58,4.0,8.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,-11.0,False,False,bobbyportis,19.0
Thanasis Antetokounmpo,0 days 00:10:47,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,4.0,-5.0,False,False,thanasisantetokounmpo,6.0
Pat Connaughton,0 days 00:17:28,4.0,6.0,66.7,4.0,6.0,66.7,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,-3.0,False,False,patconnaughton,24.0
Bryn Forbes,0 days 00:16:14,4.0,6.0,66.7,1.0,3.0,33.3,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,False,False,brynforbes,16.0
Sam Merrill,,,,,,,,,,,,,,,,,,,,,True,False,sammerrill,
Jordan Nwora,,,,,,,,,,,,,,,,,,,,,True,False,jordannwora,
D.J. Wilson,,,,,,,,,,,,,,,,,,,,,True,False,djwilson,
