nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Luguentz Dort,0 days 00:39:47,7.0,15.0,46.7,4.0,11.0,36.4,3.0,4.0,75.0,1.0,7.0,8.0,0.0,6.0,1.0,1.0,2.0,21.0,21.0,False,False,luguentzdort,49.0
Darius Bazley,0 days 00:27:33,3.0,12.0,25.0,1.0,3.0,33.3,2.0,3.0,66.7,0.0,5.0,5.0,2.0,2.0,0.0,4.0,2.0,9.0,-21.0,False,False,dariusbazley,14.0
Isaiah Roby,0 days 00:25:40,6.0,12.0,50.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,6.0,14.0,3.0,False,False,isaiahroby,26.0
Shai Gilgeous-Alexander,0 days 00:43:31,13.0,19.0,68.4,3.0,5.0,60.0,4.0,4.0,100.0,0.0,5.0,5.0,10.0,1.0,0.0,1.0,5.0,33.0,18.0,False,False,shaigilgeousalexander,64.0
George Hill,0 days 00:32:53,3.0,11.0,27.3,0.0,5.0,0.0,2.0,4.0,50.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,8.0,20.0,False,False,georgehill,17.0
Mike Muscala,0 days 00:27:03,3.0,9.0,33.3,2.0,7.0,28.6,3.0,3.0,100.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,11.0,-1.0,False,False,mikemuscala,24.0
Hamidou Diallo,0 days 00:13:59,1.0,6.0,16.7,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,-14.0,False,False,hamidoudiallo,6.0
Theo Maledon,0 days 00:14:51,4.0,8.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,10.0,-20.0,False,False,theomaledon,18.0
Aleksej Pokusevski,0 days 00:12:24,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,-17.0,False,False,aleksejpokusevski,10.0
Kenrich Williams,0 days 00:27:18,6.0,6.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,1.0,4.0,5.0,2.0,2.0,0.0,0.0,1.0,14.0,21.0,False,False,kenrichwilliams,32.0
Moses Brown,,,,,,,,,,,,,,,,,,,,,True,False,mosesbrown,
Josh Hall,,,,,,,,,,,,,,,,,,,,,True,False,joshhall,
Justin Jackson,,,,,,,,,,,,,,,,,,,,,True,False,justinjackson,
Darius Miller,,,,,,,,,,,,,,,,,,,,,True,False,dariusmiller,
