nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
LeBron James,F,0 days 00:30:21,18.0,7.0,7.0,1.0,1.0,7.0,15.0,46.7,1.0,6.0,16.7,3.0,6.0,50.0,1.0,6.0,2.0,2.0,10.0,False,False,43.0
Anthony Davis,F,0 days 00:29:56,27.0,4.0,1.0,0.0,3.0,9.0,12.0,75.0,0.0,1.0,0.0,9.0,10.0,90.0,1.0,3.0,2.0,4.0,29.0,False,False,50.0
Marc Gasol,C,0 days 00:24:38,6.0,7.0,2.0,0.0,0.0,2.0,6.0,33.3,1.0,2.0,50.0,1.0,1.0,100.0,0.0,7.0,2.0,5.0,3.0,False,False,14.0
Kentavious Caldwell-Pope,G,0 days 00:22:20,7.0,4.0,3.0,2.0,0.0,3.0,9.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,14.0,False,False,15.0
Dennis Schroder,G,0 days 00:34:53,8.0,5.0,7.0,2.0,2.0,3.0,10.0,30.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,5.0,0.0,2.0,17.0,False,False,25.0
Alex Caruso,,0 days 00:21:30,3.0,4.0,4.0,3.0,0.0,1.0,5.0,20.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0,2.0,0.0,1.0,3.0,False,False,14.0
Kyle Kuzma,,0 days 00:23:37,13.0,2.0,1.0,0.0,1.0,5.0,12.0,41.7,3.0,8.0,37.5,0.0,0.0,0.0,0.0,2.0,3.0,0.0,-4.0,False,False,20.0
Markieff Morris,,0 days 00:02:53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-4.0,False,False,0.0
Montrezl Harrell,,0 days 00:23:15,16.0,8.0,0.0,1.0,1.0,7.0,11.0,63.6,0.0,0.0,0.0,2.0,2.0,100.0,2.0,6.0,2.0,3.0,15.0,False,False,29.0
Talen Horton-Tucker,,0 days 00:20:32,17.0,5.0,3.0,4.0,0.0,7.0,8.0,87.5,2.0,3.0,66.7,1.0,1.0,100.0,2.0,3.0,2.0,4.0,7.0,False,False,37.0
Quinn Cook,,0 days 00:03:02,3.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,5.0
Alfonzo McKinnie,,0 days 00:03:02,2.0,2.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False,4.0
Wesley Matthews,,,,,,,,,,,,,,,,,,,,,,True,True,
