nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Andrew Wiggins,F,0 days 00:34:20,17.0,2.0,4.0,0.0,4.0,7.0,17.0,41.2,3.0,10.0,30.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,-8.0,False,False,31.0
Draymond Green,F,0 days 00:29:22,10.0,9.0,10.0,0.0,1.0,3.0,8.0,37.5,2.0,5.0,40.0,2.0,3.0,66.7,1.0,8.0,3.0,1.0,-3.0,False,False,33.0
James Wiseman,C,0 days 00:17:32,10.0,7.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,-2.0,False,False,21.0
Kelly Oubre Jr.,G,0 days 00:29:01,12.0,6.0,3.0,0.0,1.0,5.0,14.0,35.7,1.0,6.0,16.7,1.0,1.0,100.0,3.0,3.0,1.0,1.0,-4.0,False,False,24.0
Stephen Curry,G,0 days 00:38:11,11.0,9.0,6.0,0.0,0.0,2.0,16.0,12.5,1.0,10.0,10.0,6.0,6.0,100.0,3.0,6.0,5.0,3.0,7.0,False,False,25.0
Kevon Looney,,0 days 00:14:11,2.0,3.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,False,False,7.0
Kent Bazemore,,0 days 00:21:44,9.0,5.0,3.0,0.0,3.0,4.0,7.0,57.1,1.0,2.0,50.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,7.0,False,False,21.0
Eric Paschall,,0 days 00:19:38,15.0,2.0,1.0,0.0,0.0,5.0,10.0,50.0,1.0,2.0,50.0,4.0,5.0,80.0,1.0,1.0,0.0,3.0,4.0,False,False,25.0
Mychal Mulder,,0 days 00:11:00,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,False,False,2.0
Damion Lee,,0 days 00:15:27,13.0,2.0,1.0,1.0,0.0,4.0,7.0,57.1,3.0,6.0,50.0,2.0,2.0,100.0,0.0,2.0,0.0,1.0,-2.0,False,False,26.0
Brad Wanamaker,,0 days 00:13:32,7.0,3.0,2.0,1.0,0.0,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,2.0,1.0,0.0,3.0,-4.0,False,False,17.0
Nico Mannion,,,,,,,,,,,,,,,,,,,,,,True,False,
Jordan Poole,,,,,,,,,,,,,,,,,,,,,,True,False,
Juan Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,True,False,
