nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Luguentz Dort,F,0 days 00:25:23,13.0,3.0,0.0,1.0,0.0,4.0,6.0,66.7,2.0,3.0,66.7,3.0,3.0,100.0,0.0,3.0,2.0,3.0,-4.0,False,False,23.0
Darius Bazley,F,0 days 00:33:19,5.0,5.0,2.0,0.0,2.0,2.0,6.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,-7.0,False,False,15.0
Al Horford,C,0 days 00:27:46,22.0,6.0,3.0,1.0,1.0,9.0,17.0,52.9,3.0,7.0,42.9,1.0,1.0,100.0,0.0,6.0,2.0,4.0,3.0,False,False,40.0
Shai Gilgeous-Alexander,G,0 days 00:36:01,31.0,6.0,7.0,2.0,1.0,11.0,16.0,68.8,2.0,4.0,50.0,7.0,8.0,87.5,1.0,5.0,2.0,3.0,1.0,False,False,63.0
George Hill,G,0 days 00:28:05,14.0,0.0,3.0,2.0,0.0,6.0,12.0,50.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0,False,False,24.0
Isaiah Roby,,0 days 00:19:17,13.0,5.0,0.0,0.0,0.0,5.0,7.0,71.4,2.0,4.0,50.0,1.0,1.0,100.0,0.0,5.0,1.0,2.0,8.0,False,False,25.0
Hamidou Diallo,,0 days 00:23:53,25.0,3.0,4.0,4.0,0.0,10.0,14.0,71.4,1.0,4.0,25.0,4.0,4.0,100.0,0.0,3.0,0.0,4.0,17.0,False,False,50.0
Theo Maledon,,0 days 00:18:39,3.0,1.0,5.0,2.0,0.0,1.0,7.0,14.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,False,False,10.0
Aleksej Pokusevski,,0 days 00:13:37,3.0,3.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,16.0,False,False,6.0
Kenrich Williams,,0 days 00:13:02,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,16.0,False,False,1.0
Moses Brown,,0 days 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,False,0.0
Josh Hall,,,,,,,,,,,,,,,,,,,,,,True,False,
Justin Jackson,,,,,,,,,,,,,,,,,,,,,,True,False,
Darius Miller,,,,,,,,,,,,,,,,,,,,,,True,False,
Mike Muscala,,,,,,,,,,,,,,,,,,,,,,True,False,
