nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Kawhi Leonard,F,0 days 00:38:13,35.0,2.0,4.0,3.0,0.0,14.0,22.0,63.6,7.0,9.0,77.8,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-3.0,False,False,57.0
Nicolas Batum,F,0 days 00:27:32,8.0,2.0,3.0,4.0,1.0,2.0,3.0,66.7,2.0,3.0,66.7,2.0,3.0,66.7,0.0,2.0,0.0,2.0,-4.0,False,False,25.0
Serge Ibaka,C,0 days 00:26:26,10.0,5.0,1.0,0.0,0.0,5.0,10.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,-2.0,False,False,16.0
Paul George,G,0 days 00:39:56,28.0,7.0,9.0,2.0,0.0,8.0,19.0,42.1,5.0,8.0,62.5,7.0,9.0,77.8,2.0,5.0,2.0,1.0,12.0,False,False,58.0
Patrick Beverley,G,0 days 00:25:19,7.0,3.0,5.0,0.0,3.0,3.0,9.0,33.3,1.0,6.0,16.7,0.0,0.0,0.0,0.0,3.0,1.0,4.0,-12.0,False,False,20.0
Luke Kennard,,0 days 00:18:12,5.0,1.0,1.0,0.0,0.0,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,False,False,8.0
Marcus Morris Sr.,,0 days 00:25:04,11.0,7.0,0.0,0.0,0.0,3.0,8.0,37.5,3.0,5.0,60.0,2.0,2.0,100.0,2.0,5.0,1.0,3.0,1.0,False,False,22.0
Ivica Zubac,,0 days 00:15:32,5.0,7.0,1.0,1.0,1.0,2.0,6.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,5.0,2.0,0.0,2.0,6.0,False,False,15.0
Lou Williams,,0 days 00:23:30,21.0,1.0,4.0,3.0,0.0,6.0,10.0,60.0,1.0,2.0,50.0,8.0,9.0,88.9,0.0,1.0,1.0,1.0,16.0,False,False,41.0
Terance Mann,,0 days 00:00:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,False,False,0.0
Amir Coffey,,,,,,,,,,,,,,,,,,,,,,True,False,
Reggie Jackson,,,,,,,,,,,,,,,,,,,,,,True,False,
Mfiondu Kabengele,,,,,,,,,,,,,,,,,,,,,,True,False,
Daniel Oturu,,,,,,,,,,,,,,,,,,,,,,True,False,
Patrick Patterson,,,,,,,,,,,,,,,,,,,,,,True,False,
