nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Harrison Barnes,0 days 00:37:04,8.0,14.0,57.1,2.0,5.0,40.0,6.0,6.0,100.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,2.0,24.0,-3.0,False,False,harrisonbarnes,47.0
Marvin Bagley III,0 days 00:25:54,1.0,9.0,11.1,0.0,0.0,0.0,2.0,2.0,100.0,4.0,4.0,8.0,1.0,0.0,1.0,3.0,0.0,4.0,-3.0,False,False,marvinbagleyiii,6.0
Richaun Holmes,0 days 00:35:58,10.0,13.0,76.9,0.0,0.0,0.0,2.0,2.0,100.0,4.0,9.0,13.0,2.0,2.0,1.0,1.0,5.0,22.0,-2.0,False,False,richaunholmes,48.0
Buddy Hield,0 days 00:37:47,7.0,18.0,38.9,5.0,15.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,1.0,2.0,3.0,19.0,-9.0,False,False,buddyhield,37.0
De'Aaron Fox,0 days 00:35:10,9.0,23.0,39.1,1.0,7.0,14.3,3.0,6.0,50.0,2.0,3.0,5.0,6.0,4.0,1.0,2.0,2.0,22.0,-3.0,False,False,deaaronfox,44.0
Cory Joseph,0 days 00:22:36,3.0,6.0,50.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,4.0,9.0,0.0,False,False,coryjoseph,20.0
Hassan Whiteside,0 days 00:03:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,False,False,hassanwhiteside,-1.0
Nemanja Bjelica,0 days 00:15:47,3.0,4.0,75.0,1.0,1.0,100.0,1.0,3.0,33.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,2.0,8.0,10.0,False,False,nemanjabjelica,18.0
Tyrese Haliburton,0 days 00:26:43,4.0,9.0,44.4,2.0,4.0,50.0,1.0,2.0,50.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,11.0,-4.0,False,False,tyresehaliburton,20.0
Kyle Guy,,,,,,,,,,,,,,,,,,,,,True,False,kyleguy,
Justin James,,,,,,,,,,,,,,,,,,,,,True,False,justinjames,
Jabari Parker,,,,,,,,,,,,,,,,,,,,,True,False,jabariparker,
Jahmi'us Ramsey,,,,,,,,,,,,,,,,,,,,,True,False,jahmiusramsey,
Glenn Robinson III,,,,,,,,,,,,,,,,,,,,,True,False,glennrobinsoniii,
Robert Woodard II,,,,,,,,,,,,,,,,,,,,,True,False,robertwoodardii,
