nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Mikal Bridges,0 days 00:36:32,6.0,9.0,66.7,4.0,6.0,66.7,0.0,0.0,0.0,1.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,16.0,-2.0,False,False,mikalbridges,34.0
Jae Crowder,0 days 00:36:41,6.0,11.0,54.5,4.0,9.0,44.4,0.0,0.0,0.0,1.0,5.0,6.0,1.0,2.0,1.0,1.0,3.0,16.0,10.0,False,False,jaecrowder,35.0
Deandre Ayton,0 days 00:28:20,2.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,3.0,1.0,2.0,1.0,3.0,4.0,-1.0,False,False,deandreayton,14.0
Devin Booker,0 days 00:35:18,10.0,17.0,58.8,1.0,2.0,50.0,4.0,7.0,57.1,0.0,3.0,3.0,7.0,0.0,1.0,6.0,3.0,25.0,-2.0,False,False,devinbooker,42.0
Chris Paul,0 days 00:29:51,4.0,13.0,30.8,2.0,4.0,50.0,1.0,1.0,100.0,1.0,3.0,4.0,8.0,0.0,0.0,3.0,2.0,11.0,12.0,False,False,chrispaul,20.0
Dario Saric,0 days 00:18:10,1.0,7.0,14.3,1.0,5.0,20.0,2.0,2.0,100.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,5.0,11.0,False,False,dariosaric,11.0
Cameron Payne,0 days 00:18:09,4.0,8.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,10.0,-1.0,False,False,cameronpayne,15.0
Cameron Johnson,0 days 00:17:59,4.0,4.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,10.0,8.0,False,False,cameronjohnson,20.0
Langston Galloway,0 days 00:06:24,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,False,False,langstongalloway,3.0
Frank Kaminsky,0 days 00:01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,frankkaminsky,0.0
Jevon Carter,0 days 00:11:06,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,False,False,jevoncarter,16.0
Ty-Shon Alexander,,,,,,,,,,,,,,,,,,,,,True,False,tyshonalexander,
Damian Jones,,,,,,,,,,,,,,,,,,,,,True,False,damianjones,
E'Twaun Moore,,,,,,,,,,,,,,,,,,,,,True,False,etwaunmoore,
