nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Patrick Williams,0 days 00:18:24,4.0,5.0,80.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,10.0,-15.0,False,False,patrickwilliams,16.0
Otto Porter Jr.,0 days 00:30:55,10.0,14.0,71.4,5.0,9.0,55.6,3.0,3.0,100.0,1.0,11.0,12.0,3.0,3.0,0.0,0.0,0.0,28.0,0.0,False,False,ottoporterjr,64.0
Wendell Carter Jr.,0 days 00:22:58,7.0,11.0,63.6,1.0,1.0,100.0,1.0,2.0,50.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,16.0,-24.0,False,False,wendellcarterjr,28.0
Zach LaVine,0 days 00:34:53,6.0,17.0,35.3,1.0,7.0,14.3,9.0,10.0,90.0,0.0,6.0,6.0,7.0,0.0,1.0,3.0,4.0,22.0,-3.0,False,False,zachlavine,45.0
Coby White,0 days 00:40:10,5.0,16.0,31.3,3.0,9.0,33.3,3.0,5.0,60.0,1.0,5.0,6.0,10.0,0.0,0.0,3.0,4.0,16.0,14.0,False,False,cobywhite,37.0
Garrett Temple,0 days 00:28:24,3.0,6.0,50.0,1.0,4.0,25.0,1.0,1.0,100.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,3.0,8.0,-3.0,False,False,garretttemple,17.0
Denzel Valentine,0 days 00:14:59,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,False,False,denzelvalentine,10.0
Daniel Gafford,0 days 00:22:16,7.0,8.0,87.5,0.0,0.0,0.0,1.0,2.0,50.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,15.0,23.0,False,False,danielgafford,32.0
Thaddeus Young,0 days 00:27:02,7.0,12.0,58.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,2.0,0.0,2.0,2.0,15.0,19.0,False,False,thaddeusyoung,28.0
Devon Dotson,,,,,,,,,,,,,,,,,,,,,True,False,devondotson,
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,True,False,cristianofelicio,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,True,False,lukekornet,
Adam Mokoka,,,,,,,,,,,,,,,,,,,,,True,False,adammokoka,
